Date,Close,High,Low,Open,Volume
2026-03-20,4570.39990234375,4686.89990234375,4570.39990234375,4686.89990234375,235
2026-03-23,4404.10009765625,4480.39990234375,4100.7998046875,4353.0,544
2026-03-24,4399.2998046875,4399.2998046875,4325.2001953125,4338.7001953125,544
2026-03-25,4503.39990234375,4601.0,4458.2001953125,4473.5,237387
