Date,Close,High,Low,Open,Volume
2026-03-19,1.1464471817016602,1.1536552906036377,1.144505262374878,1.1462894678115845,0
2026-03-20,1.157755732536316,1.1581177711486816,1.1526447534561157,1.1575682163238525,0
2026-03-23,1.1560158729553223,1.1637920141220093,1.1485011577606201,1.156376838684082,0
2026-03-24,1.1607122421264648,1.1616560220718384,1.1569254398345947,1.160779595375061,0
2026-03-25,1.1560693979263306,1.1633317470550537,1.1559356451034546,1.16130530834198,0
